PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Delivery_Missing,Delivery_Delay_Days,Savings_Per_Unit,Total_Savings,Defect_Rate
PO-00443,EPSILON_GROUP,2023-03-17,2023-04-03,ELECTRONICS,PENDING,1554,82.92,74.82,44.0,YES,False,17.0,8.100000000000009,12587.400000000012,0.028314028314028315
PO-00444,GAMMA_CO,2022-05-11,2022-05-25,PACKAGING,PARTIALLY DELIVERED,502,29.47,28.94,27.0,YES,False,14.0,0.5299999999999976,266.0599999999988,0.053784860557768925
PO-00445,DELTA_LOGISTICS,2022-02-12,2022-02-13,MRO,DELIVERED,1069,91.28,82.64,0.0,YES,False,1.0,8.64,9236.16,0.0
PO-00446,ALPHA_INC,2022-11-12,2022-11-18,MRO,PENDING,1902,29.89,25.83,41.0,YES,False,6.0,4.060000000000002,7722.120000000004,0.021556256572029444
PO-00447,GAMMA_CO,2023-01-09,,RAW MATERIALS,PENDING,865,28.79,25.69,47.0,YES,True,,3.099999999999998,2681.499999999998,0.05433526011560694
PO-00448,DELTA_LOGISTICS,2022-02-10,2022-02-26,PACKAGING,PARTIALLY DELIVERED,708,13.36,11.61,0.0,NO,False,16.0,1.75,1239.0,0.0
PO-00449,DELTA_LOGISTICS,2023-01-02,2023-01-07,PACKAGING,DELIVERED,1589,55.64,48.52,0.0,YES,False,5.0,7.119999999999997,11313.679999999997,0.0
PO-00450,ALPHA_INC,2022-08-04,2022-08-14,OFFICE SUPPLIES,DELIVERED,596,62.96,61.88,9.0,YES,False,10.0,1.0799999999999983,643.6799999999989,0.015100671140939598
PO-00451,EPSILON_GROUP,2023-11-30,2023-12-04,OFFICE SUPPLIES,DELIVERED,1265,17.66,16.97,34.0,YES,False,4.0,0.6900000000000013,872.8500000000016,0.026877470355731226
PO-00452,BETA_SUPPLIES,2022-09-13,2022-10-01,RAW MATERIALS,DELIVERED,1122,82.99,81.7,118.0,NO,False,18.0,1.289999999999992,1447.379999999991,0.1051693404634581
PO-00453,EPSILON_GROUP,2023-11-14,2023-12-01,OFFICE SUPPLIES,DELIVERED,1585,56.38,53.05,0.0,YES,False,17.0,3.3300000000000054,5278.050000000008,0.0
PO-00454,EPSILON_GROUP,2022-04-16,2022-04-27,ELECTRONICS,DELIVERED,66,58.05,50.76,0.0,YES,False,11.0,7.289999999999999,481.13999999999993,0.0
PO-00455,BETA_SUPPLIES,2022-12-29,2023-01-18,MRO,DELIVERED,1245,52.4,51.65,118.0,NO,False,20.0,0.75,933.75,0.09477911646586346
PO-00456,DELTA_LOGISTICS,2023-07-28,2023-08-10,ELECTRONICS,DELIVERED,1293,50.21,47.55,0.0,NO,False,13.0,2.6600000000000037,3439.3800000000047,0.0
PO-00457,BETA_SUPPLIES,2023-02-21,2023-02-27,PACKAGING,DELIVERED,207,64.29,63.01,25.0,YES,False,6.0,1.2800000000000082,264.9600000000017,0.12077294685990338
PO-00458,BETA_SUPPLIES,2023-09-28,2023-10-18,OFFICE SUPPLIES,DELIVERED,526,26.37,25.32,47.0,YES,False,20.0,1.0500000000000007,552.3000000000004,0.08935361216730038
PO-00459,GAMMA_CO,2022-06-08,2022-06-14,ELECTRONICS,DELIVERED,1119,27.03,23.82,0.0,YES,False,6.0,3.210000000000001,3591.990000000001,0.0
PO-00460,GAMMA_CO,2022-08-31,2022-09-02,PACKAGING,DELIVERED,1446,90.63,84.51,77.0,YES,False,2.0,6.11999999999999,8849.519999999986,0.05325034578146611
PO-00461,GAMMA_CO,2022-06-16,2022-06-24,OFFICE SUPPLIES,DELIVERED,567,97.53,85.29,21.0,YES,False,8.0,12.239999999999995,6940.079999999997,0.037037037037037035
PO-00462,DELTA_LOGISTICS,2022-07-01,,MRO,DELIVERED,148,44.91,40.1,0.0,NO,True,,4.809999999999995,711.8799999999993,0.0
PO-00463,BETA_SUPPLIES,2023-02-27,2023-03-14,MRO,PENDING,1965,36.6,34.64,195.0,YES,False,15.0,1.9600000000000009,3851.4000000000015,0.09923664122137404
PO-00464,ALPHA_INC,2022-01-26,2022-02-03,OFFICE SUPPLIES,PENDING,1818,67.96,58.98,0.0,YES,False,8.0,8.979999999999997,16325.639999999994,0.0
PO-00465,BETA_SUPPLIES,2022-07-03,2022-07-19,MRO,DELIVERED,1110,48.19,45.88,112.0,YES,False,16.0,2.309999999999995,2564.0999999999945,0.1009009009009009
PO-00466,DELTA_LOGISTICS,2022-12-07,,RAW MATERIALS,DELIVERED,329,12.96,12.74,48.0,YES,True,,0.22000000000000064,72.38000000000021,0.1458966565349544
PO-00467,GAMMA_CO,2023-02-26,2023-03-17,OFFICE SUPPLIES,CANCELLED,1422,25.62,25.18,65.0,YES,False,19.0,0.4400000000000013,625.6800000000018,0.04571026722925457
PO-00468,DELTA_LOGISTICS,2023-11-17,,RAW MATERIALS,DELIVERED,546,82.63,74.77,76.0,NO,True,,7.859999999999999,4291.5599999999995,0.1391941391941392
PO-00469,GAMMA_CO,2022-09-12,2022-09-22,OFFICE SUPPLIES,PARTIALLY DELIVERED,351,72.08,71.3,20.0,YES,False,10.0,0.7800000000000011,273.7800000000004,0.05698005698005698
PO-00470,DELTA_LOGISTICS,2022-10-01,2022-10-18,RAW MATERIALS,PARTIALLY DELIVERED,230,13.0,12.81,0.0,NO,False,17.0,0.1899999999999995,43.69999999999989,0.0
PO-00471,ALPHA_INC,2022-06-13,2022-06-19,MRO,DELIVERED,656,30.73,26.26,17.0,YES,False,6.0,4.469999999999999,2932.3199999999993,0.025914634146341462
PO-00472,GAMMA_CO,2023-12-20,2024-01-09,MRO,DELIVERED,1172,34.34,32.09,69.0,YES,False,20.0,2.25,2637.0,0.05887372013651877
PO-00473,GAMMA_CO,2022-04-21,2022-04-30,ELECTRONICS,DELIVERED,749,71.53,70.02,41.0,YES,False,9.0,1.5100000000000051,1130.9900000000039,0.05473965287049399
PO-00474,BETA_SUPPLIES,2023-01-27,2023-02-12,PACKAGING,DELIVERED,1042,12.48,12.3,88.0,YES,False,16.0,0.17999999999999972,187.55999999999972,0.08445297504798464
PO-00475,DELTA_LOGISTICS,2022-02-09,2022-02-27,RAW MATERIALS,DELIVERED,1189,19.47,17.15,0.0,NO,False,18.0,2.3200000000000003,2758.4800000000005,0.0
PO-00476,EPSILON_GROUP,2023-04-27,,OFFICE SUPPLIES,DELIVERED,240,88.14,81.9,4.0,YES,True,,6.239999999999995,1497.5999999999988,0.016666666666666666
PO-00477,EPSILON_GROUP,2022-08-16,2022-09-02,MRO,DELIVERED,302,26.98,26.47,9.0,YES,False,17.0,0.5100000000000016,154.02000000000046,0.029801324503311258
PO-00478,BETA_SUPPLIES,2022-07-24,2022-08-03,MRO,PENDING,1030,70.81,61.58,0.0,NO,False,10.0,9.230000000000004,9506.900000000003,0.0
PO-00479,DELTA_LOGISTICS,2023-04-17,2023-04-23,OFFICE SUPPLIES,DELIVERED,977,33.79,32.25,137.0,YES,False,6.0,1.5399999999999991,1504.5799999999992,0.14022517911975435
PO-00480,ALPHA_INC,2022-12-25,2023-01-11,PACKAGING,DELIVERED,1234,19.99,17.66,25.0,YES,False,17.0,2.3299999999999983,2875.219999999998,0.02025931928687196
PO-00481,BETA_SUPPLIES,2022-11-09,2022-11-23,OFFICE SUPPLIES,DELIVERED,1329,33.48,33.06,146.0,YES,False,14.0,0.4199999999999946,558.1799999999928,0.10985703536493605
PO-00482,GAMMA_CO,2022-08-22,2022-08-30,RAW MATERIALS,DELIVERED,1396,77.63,67.81,58.0,YES,False,8.0,9.819999999999993,13708.71999999999,0.04154727793696275
PO-00483,ALPHA_INC,2022-08-17,2022-08-29,RAW MATERIALS,DELIVERED,177,90.06,87.71,7.0,YES,False,12.0,2.3500000000000085,415.9500000000015,0.03954802259887006
PO-00484,DELTA_LOGISTICS,2022-01-25,,ELECTRONICS,DELIVERED,67,84.72,73.06,9.0,YES,True,,11.659999999999997,781.2199999999998,0.13432835820895522
PO-00485,GAMMA_CO,2023-11-07,2023-11-20,OFFICE SUPPLIES,DELIVERED,1866,50.78,48.2,96.0,YES,False,13.0,2.5799999999999983,4814.279999999997,0.05144694533762058
PO-00486,EPSILON_GROUP,2022-07-17,2022-07-25,MRO,DELIVERED,1808,72.23,67.86,53.0,YES,False,8.0,4.3700000000000045,7900.960000000008,0.0293141592920354
PO-00487,DELTA_LOGISTICS,2023-02-13,2023-02-16,ELECTRONICS,CANCELLED,615,30.3,29.52,96.0,YES,False,3.0,0.7800000000000011,479.7000000000007,0.15609756097560976
PO-00488,GAMMA_CO,2022-12-03,2022-12-04,OFFICE SUPPLIES,PENDING,619,38.38,35.02,34.0,YES,False,1.0,3.3599999999999994,2079.8399999999997,0.05492730210016155
PO-00489,DELTA_LOGISTICS,2022-10-13,2022-10-17,OFFICE SUPPLIES,DELIVERED,1396,94.75,84.06,210.0,YES,False,4.0,10.689999999999998,14923.239999999996,0.1504297994269341
PO-00490,GAMMA_CO,2022-03-13,2022-03-24,MRO,DELIVERED,1945,11.28,9.98,94.0,YES,False,11.0,1.299999999999999,2528.4999999999977,0.04832904884318766
PO-00491,DELTA_LOGISTICS,2022-10-13,2022-10-18,PACKAGING,DELIVERED,735,18.49,15.89,113.0,NO,False,5.0,2.599999999999998,1910.9999999999984,0.15374149659863945
PO-00492,EPSILON_GROUP,2022-12-26,2023-01-11,OFFICE SUPPLIES,PENDING,1865,30.29,26.83,56.0,YES,False,16.0,3.460000000000001,6452.9000000000015,0.030026809651474532
PO-00493,BETA_SUPPLIES,2023-10-19,2023-10-24,ELECTRONICS,CANCELLED,675,13.69,11.84,52.0,YES,False,5.0,1.8499999999999996,1248.7499999999998,0.07703703703703704
PO-00494,GAMMA_CO,2023-06-06,2023-06-22,MRO,PENDING,1361,28.57,24.29,65.0,YES,False,16.0,4.280000000000001,5825.080000000002,0.04775900073475386
PO-00495,GAMMA_CO,2023-02-14,2023-02-15,RAW MATERIALS,DELIVERED,903,66.53,60.15,29.0,YES,False,1.0,6.380000000000003,5761.140000000002,0.03211517165005537
PO-00496,EPSILON_GROUP,2023-11-27,,PACKAGING,CANCELLED,1736,53.2,50.68,48.0,YES,True,,2.520000000000003,4374.720000000006,0.027649769585253458
PO-00497,BETA_SUPPLIES,2023-07-04,2023-07-11,MRO,DELIVERED,1011,98.47,97.06,91.0,YES,False,7.0,1.4099999999999966,1425.5099999999966,0.09000989119683482
PO-00498,DELTA_LOGISTICS,2022-12-06,2022-12-24,ELECTRONICS,DELIVERED,1712,88.17,85.86,246.0,YES,False,18.0,2.3100000000000023,3954.720000000004,0.14369158878504673
PO-00499,GAMMA_CO,2022-01-29,,OFFICE SUPPLIES,DELIVERED,204,40.76,37.46,10.0,YES,True,,3.299999999999997,673.1999999999994,0.049019607843137254
PO-00500,BETA_SUPPLIES,2022-04-29,2022-05-13,ELECTRONICS,PARTIALLY DELIVERED,539,33.85,30.57,34.0,NO,False,14.0,3.280000000000001,1767.9200000000005,0.06307977736549165
PO-00501,DELTA_LOGISTICS,2022-09-25,2022-10-05,OFFICE SUPPLIES,DELIVERED,1459,45.94,42.56,212.0,NO,False,10.0,3.3799999999999955,4931.419999999994,0.1453050034270048
PO-00502,GAMMA_CO,2022-07-02,2022-07-06,MRO,DELIVERED,834,65.02,56.19,0.0,YES,False,4.0,8.829999999999998,7364.219999999998,0.0
PO-00503,GAMMA_CO,2023-08-18,2023-09-01,PACKAGING,PARTIALLY DELIVERED,1177,37.37,34.27,60.0,YES,False,14.0,3.0999999999999943,3648.6999999999935,0.05097706032285471
PO-00504,DELTA_LOGISTICS,2022-09-29,2022-10-19,MRO,DELIVERED,1466,68.82,66.82,211.0,YES,False,20.0,2.0,2932.0,0.14392905866302866
PO-00505,EPSILON_GROUP,2022-02-09,2022-02-13,ELECTRONICS,DELIVERED,1884,47.08,44.31,54.0,YES,False,4.0,2.769999999999996,5218.679999999992,0.028662420382165606
PO-00506,BETA_SUPPLIES,2022-04-22,2022-05-08,ELECTRONICS,DELIVERED,295,60.58,57.32,31.0,YES,False,16.0,3.259999999999998,961.6999999999994,0.10508474576271186
PO-00507,GAMMA_CO,2023-09-03,2023-09-04,RAW MATERIALS,DELIVERED,1249,54.18,47.29,59.0,YES,False,1.0,6.890000000000001,8605.61,0.04723779023218575
PO-00508,DELTA_LOGISTICS,2023-03-21,2023-04-09,RAW MATERIALS,DELIVERED,1112,39.06,33.6,184.0,NO,False,19.0,5.460000000000001,6071.520000000001,0.16546762589928057
PO-00509,GAMMA_CO,2022-12-20,2022-12-25,OFFICE SUPPLIES,DELIVERED,1550,100.61,97.43,66.0,YES,False,5.0,3.1799999999999926,4928.999999999988,0.04258064516129032
PO-00510,DELTA_LOGISTICS,2022-11-18,2022-11-19,ELECTRONICS,DELIVERED,1755,82.66,73.67,258.0,NO,False,1.0,8.989999999999995,15777.449999999992,0.147008547008547
PO-00511,GAMMA_CO,2023-03-23,2023-03-31,RAW MATERIALS,DELIVERED,808,24.19,21.64,39.0,YES,False,8.0,2.5500000000000007,2060.4000000000005,0.04826732673267327
PO-00512,ALPHA_INC,2023-09-13,2023-09-19,RAW MATERIALS,PARTIALLY DELIVERED,587,96.98,95.35,14.0,YES,False,6.0,1.6300000000000097,956.8100000000056,0.02385008517887564
PO-00513,EPSILON_GROUP,2023-06-08,2023-06-11,MRO,DELIVERED,1940,58.45,50.29,54.0,YES,False,3.0,8.160000000000004,15830.400000000007,0.027835051546391754
PO-00514,BETA_SUPPLIES,2022-04-29,2022-05-11,OFFICE SUPPLIES,CANCELLED,1891,91.87,80.28,158.0,YES,False,12.0,11.590000000000003,21916.690000000006,0.08355367530407191
PO-00515,EPSILON_GROUP,2023-01-30,2023-02-16,PACKAGING,DELIVERED,970,86.91,78.44,18.0,YES,False,17.0,8.469999999999999,8215.9,0.018556701030927835
PO-00516,EPSILON_GROUP,2023-08-14,2023-08-31,MRO,DELIVERED,457,52.85,50.34,16.0,YES,False,17.0,2.509999999999998,1147.069999999999,0.0350109409190372
PO-00517,BETA_SUPPLIES,2022-07-14,2022-07-27,OFFICE SUPPLIES,CANCELLED,574,12.38,11.47,0.0,NO,False,13.0,0.9100000000000001,522.34,0.0
PO-00518,EPSILON_GROUP,2022-09-18,2022-09-20,OFFICE SUPPLIES,DELIVERED,877,35.55,34.69,24.0,YES,False,2.0,0.8599999999999994,754.2199999999995,0.027366020524515394
PO-00519,ALPHA_INC,2022-02-15,2022-02-27,MRO,DELIVERED,1579,59.04,50.95,29.0,YES,False,12.0,8.089999999999996,12774.109999999993,0.01836605446485117
PO-00520,DELTA_LOGISTICS,2023-12-27,2023-12-28,RAW MATERIALS,DELIVERED,952,74.72,69.73,0.0,YES,False,1.0,4.989999999999995,4750.479999999995,0.0
PO-00521,BETA_SUPPLIES,2023-03-23,2023-03-26,RAW MATERIALS,PENDING,1898,35.53,33.25,187.0,YES,False,3.0,2.280000000000001,4327.440000000002,0.09852476290832456
PO-00522,DELTA_LOGISTICS,2022-01-02,2022-01-06,PACKAGING,DELIVERED,85,22.54,20.68,6.0,YES,False,4.0,1.8599999999999994,158.09999999999997,0.07058823529411765
PO-00523,GAMMA_CO,2023-06-17,2023-06-28,PACKAGING,PENDING,734,92.38,78.92,34.0,NO,False,11.0,13.459999999999994,9879.639999999996,0.04632152588555858
PO-00524,ALPHA_INC,2023-07-06,2023-07-18,OFFICE SUPPLIES,DELIVERED,69,107.47,105.53,0.0,YES,False,12.0,1.9399999999999977,133.85999999999984,0.0
PO-00525,DELTA_LOGISTICS,2023-12-05,2023-12-11,PACKAGING,DELIVERED,370,63.9,55.79,59.0,YES,False,6.0,8.11,3000.7,0.15945945945945947
PO-00526,DELTA_LOGISTICS,2023-11-18,2023-12-03,MRO,DELIVERED,1849,28.25,27.53,271.0,YES,False,15.0,0.7199999999999989,1331.279999999998,0.14656571119524067
PO-00527,BETA_SUPPLIES,2022-07-21,,PACKAGING,DELIVERED,561,35.54,30.99,68.0,NO,True,,4.550000000000001,2552.55,0.12121212121212122
PO-00528,GAMMA_CO,2023-01-08,2023-01-14,ELECTRONICS,DELIVERED,449,12.35,10.67,29.0,YES,False,6.0,1.6799999999999997,754.3199999999998,0.0645879732739421
PO-00529,BETA_SUPPLIES,2023-03-18,2023-03-21,OFFICE SUPPLIES,DELIVERED,703,98.75,86.78,59.0,YES,False,3.0,11.969999999999999,8414.91,0.08392603129445235
PO-00530,GAMMA_CO,2022-03-13,2022-03-28,ELECTRONICS,DELIVERED,1021,20.8,18.23,37.0,YES,False,15.0,2.5700000000000003,2623.9700000000003,0.03623898139079334
PO-00531,BETA_SUPPLIES,2023-11-12,2023-11-19,OFFICE SUPPLIES,DELIVERED,1956,68.69,65.09,0.0,YES,False,7.0,3.5999999999999943,7041.5999999999885,0.0
PO-00532,DELTA_LOGISTICS,2022-12-05,2022-12-12,OFFICE SUPPLIES,PARTIALLY DELIVERED,520,36.57,34.78,67.0,NO,False,7.0,1.7899999999999991,930.7999999999995,0.12884615384615383
PO-00533,DELTA_LOGISTICS,2023-10-01,2023-10-12,MRO,DELIVERED,1216,66.16,63.0,179.0,NO,False,11.0,3.1599999999999966,3842.559999999996,0.14720394736842105
PO-00534,ALPHA_INC,2022-11-18,,RAW MATERIALS,DELIVERED,1165,72.06,63.93,0.0,YES,True,,8.130000000000003,9471.450000000003,0.0
PO-00535,DELTA_LOGISTICS,2023-11-11,2023-11-29,PACKAGING,PENDING,1427,93.99,83.6,213.0,YES,False,18.0,10.39,14826.53,0.14926419060967064
PO-00536,EPSILON_GROUP,2022-05-08,2022-05-10,ELECTRONICS,DELIVERED,883,29.15,25.75,14.0,YES,False,2.0,3.3999999999999986,3002.199999999999,0.015855039637599093
PO-00537,DELTA_LOGISTICS,2022-11-04,2022-11-11,PACKAGING,PARTIALLY DELIVERED,1873,11.54,9.89,284.0,NO,False,7.0,1.6499999999999986,3090.4499999999975,0.15162840363053925
PO-00538,EPSILON_GROUP,2023-06-04,2023-06-06,OFFICE SUPPLIES,DELIVERED,776,24.22,22.53,27.0,YES,False,2.0,1.6899999999999977,1311.4399999999982,0.03479381443298969
PO-00539,DELTA_LOGISTICS,2022-11-13,2022-11-24,ELECTRONICS,DELIVERED,903,95.55,92.45,149.0,NO,False,11.0,3.0999999999999943,2799.2999999999947,0.16500553709856036
PO-00540,EPSILON_GROUP,2023-11-14,2023-11-26,ELECTRONICS,DELIVERED,100,98.4,85.76,3.0,YES,False,12.0,12.64,1264.0,0.03
PO-00541,EPSILON_GROUP,2023-02-23,2023-03-08,OFFICE SUPPLIES,DELIVERED,1738,67.91,61.15,0.0,YES,False,13.0,6.759999999999998,11748.879999999997,0.0
PO-00542,DELTA_LOGISTICS,2022-12-01,2022-12-14,PACKAGING,DELIVERED,1771,67.57,61.48,280.0,NO,False,13.0,6.089999999999996,10785.389999999994,0.15810276679841898
PO-00543,EPSILON_GROUP,2023-02-17,2023-02-23,ELECTRONICS,DELIVERED,624,74.39,66.3,18.0,NO,False,6.0,8.090000000000003,5048.160000000002,0.028846153846153848
PO-00544,ALPHA_INC,2023-12-15,2023-12-31,PACKAGING,PARTIALLY DELIVERED,1263,28.75,27.1,26.0,YES,False,16.0,1.6499999999999986,2083.949999999998,0.02058590657165479
PO-00545,GAMMA_CO,2022-10-30,2022-11-16,ELECTRONICS,CANCELLED,1198,96.45,90.09,0.0,YES,False,17.0,6.359999999999999,7619.28,0.0
PO-00546,EPSILON_GROUP,2023-07-22,2023-07-25,RAW MATERIALS,DELIVERED,199,51.98,45.64,0.0,NO,False,3.0,6.339999999999996,1261.6599999999992,0.0
PO-00547,EPSILON_GROUP,2022-05-11,2022-05-14,MRO,PENDING,363,45.37,38.73,0.0,YES,False,3.0,6.640000000000001,2410.32,0.0
PO-00548,ALPHA_INC,2022-07-16,2022-07-22,OFFICE SUPPLIES,DELIVERED,619,58.4,51.04,0.0,YES,False,6.0,7.359999999999999,4555.839999999999,0.0
PO-00549,ALPHA_INC,2023-03-07,2023-03-18,MRO,DELIVERED,1415,15.22,13.56,30.0,YES,False,11.0,1.6600000000000001,2348.9,0.02120141342756184
PO-00550,BETA_SUPPLIES,2023-11-12,2023-11-23,PACKAGING,DELIVERED,354,27.71,23.87,39.0,NO,False,11.0,3.84,1359.36,0.11016949152542373
PO-00551,GAMMA_CO,2023-01-24,2023-02-03,MRO,DELIVERED,1765,81.01,78.43,78.0,YES,False,10.0,2.5799999999999983,4553.699999999997,0.04419263456090652
PO-00552,BETA_SUPPLIES,2023-11-25,2023-12-09,MRO,DELIVERED,731,19.37,17.3,69.0,NO,False,14.0,2.0700000000000003,1513.1700000000003,0.09439124487004104
PO-00553,EPSILON_GROUP,2022-06-28,2022-07-13,MRO,DELIVERED,887,65.89,59.67,29.0,YES,False,15.0,6.219999999999999,5517.139999999999,0.03269447576099211
PO-00554,ALPHA_INC,2023-09-23,2023-09-25,MRO,DELIVERED,1856,35.29,32.41,26.0,YES,False,2.0,2.8800000000000026,5345.280000000004,0.014008620689655173
PO-00555,EPSILON_GROUP,2023-08-06,2023-08-18,OFFICE SUPPLIES,DELIVERED,1127,49.32,46.49,30.0,YES,False,12.0,2.8299999999999983,3189.409999999998,0.026619343389529725
PO-00556,DELTA_LOGISTICS,2022-11-05,2022-11-19,RAW MATERIALS,DELIVERED,1052,37.78,32.6,162.0,YES,False,14.0,5.18,5449.36,0.15399239543726237
PO-00557,GAMMA_CO,2023-02-20,2023-02-22,RAW MATERIALS,DELIVERED,493,44.74,41.44,24.0,NO,False,2.0,3.3000000000000043,1626.9000000000021,0.0486815415821501
PO-00558,DELTA_LOGISTICS,2023-07-16,2023-07-29,MRO,PARTIALLY DELIVERED,662,81.44,71.33,87.0,YES,False,13.0,10.11,6692.82,0.13141993957703926
PO-00559,ALPHA_INC,2022-01-01,2022-01-07,RAW MATERIALS,DELIVERED,1042,36.74,35.78,33.0,YES,False,6.0,0.9600000000000009,1000.3200000000008,0.03166986564299424
PO-00560,ALPHA_INC,2022-11-08,,RAW MATERIALS,DELIVERED,313,64.03,57.74,1.0,YES,True,,6.289999999999999,1968.7699999999998,0.003194888178913738
PO-00561,ALPHA_INC,2022-10-21,2022-11-10,OFFICE SUPPLIES,DELIVERED,1126,55.22,50.38,0.0,YES,False,20.0,4.839999999999996,5449.839999999996,0.0
PO-00562,GAMMA_CO,2022-08-04,2022-08-19,MRO,DELIVERED,1645,72.17,64.0,79.0,YES,False,15.0,8.170000000000002,13439.650000000003,0.04802431610942249
PO-00563,BETA_SUPPLIES,2023-03-17,2023-03-20,PACKAGING,DELIVERED,1053,100.92,92.35,104.0,YES,False,3.0,8.570000000000007,9024.210000000008,0.09876543209876543
PO-00564,EPSILON_GROUP,2023-08-17,2023-08-29,MRO,DELIVERED,1693,83.14,73.3,62.0,YES,False,12.0,9.840000000000003,16659.120000000006,0.03662138216184288
PO-00565,EPSILON_GROUP,2023-09-14,2023-10-03,RAW MATERIALS,PENDING,54,32.28,28.65,3.0,YES,False,19.0,3.6300000000000026,196.02000000000015,0.05555555555555555
PO-00566,EPSILON_GROUP,2023-11-02,2023-11-07,PACKAGING,DELIVERED,1176,14.22,12.21,33.0,YES,False,5.0,2.01,2363.7599999999998,0.02806122448979592
PO-00567,EPSILON_GROUP,2022-11-26,2022-12-08,RAW MATERIALS,DELIVERED,1269,35.28,33.7,35.0,YES,False,12.0,1.5799999999999983,2005.019999999998,0.027580772261623327
PO-00568,EPSILON_GROUP,2023-04-22,2023-04-25,RAW MATERIALS,DELIVERED,823,68.32,64.46,19.0,YES,False,3.0,3.8599999999999994,3176.7799999999997,0.023086269744835967
PO-00569,BETA_SUPPLIES,2023-03-29,2023-04-15,ELECTRONICS,DELIVERED,926,15.65,13.49,94.0,NO,False,17.0,2.16,2000.16,0.10151187904967603
PO-00570,DELTA_LOGISTICS,2023-03-29,2023-04-09,ELECTRONICS,CANCELLED,1041,58.5,52.54,170.0,NO,False,11.0,5.960000000000001,6204.360000000001,0.1633045148895293
PO-00571,GAMMA_CO,2023-11-23,2023-12-01,ELECTRONICS,PENDING,933,70.72,65.47,42.0,YES,False,8.0,5.25,4898.25,0.04501607717041801
PO-00572,DELTA_LOGISTICS,2022-08-07,,RAW MATERIALS,DELIVERED,1423,41.48,40.9,199.0,YES,True,,0.5799999999999983,825.3399999999975,0.1398453970484891
PO-00573,DELTA_LOGISTICS,2023-06-08,2023-06-14,MRO,DELIVERED,96,86.13,80.32,12.0,NO,False,6.0,5.810000000000002,557.7600000000002,0.125
PO-00574,EPSILON_GROUP,2023-04-30,2023-05-13,MRO,DELIVERED,916,21.06,19.53,25.0,YES,False,13.0,1.5299999999999976,1401.4799999999977,0.027292576419213975
PO-00575,EPSILON_GROUP,2022-06-23,,RAW MATERIALS,DELIVERED,872,17.18,16.63,20.0,YES,True,,0.5500000000000007,479.6000000000006,0.022935779816513763
PO-00576,BETA_SUPPLIES,2023-11-06,2023-11-15,ELECTRONICS,DELIVERED,985,83.85,80.88,0.0,NO,False,9.0,2.969999999999999,2925.449999999999,0.0
PO-00577,GAMMA_CO,2022-03-28,2022-04-04,RAW MATERIALS,DELIVERED,1893,55.14,50.1,98.0,YES,False,7.0,5.039999999999999,9540.719999999998,0.051769677760169046
PO-00578,ALPHA_INC,2022-10-18,,MRO,DELIVERED,705,75.19,69.55,19.0,YES,True,,5.640000000000001,3976.2000000000003,0.02695035460992908
PO-00579,DELTA_LOGISTICS,2023-06-12,2023-06-28,MRO,DELIVERED,318,53.31,51.78,0.0,NO,False,16.0,1.5300000000000011,486.54000000000036,0.0
PO-00580,ALPHA_INC,2023-11-11,2023-11-16,OFFICE SUPPLIES,PENDING,419,35.72,32.74,7.0,YES,False,5.0,2.979999999999997,1248.6199999999988,0.016706443914081145
PO-00581,GAMMA_CO,2023-10-11,2023-10-26,MRO,DELIVERED,685,92.51,90.05,38.0,YES,False,15.0,2.460000000000008,1685.1000000000054,0.05547445255474453
PO-00582,DELTA_LOGISTICS,2023-09-27,2023-10-12,OFFICE SUPPLIES,PARTIALLY DELIVERED,1179,90.14,82.63,194.0,YES,False,15.0,7.510000000000005,8854.290000000006,0.1645462256149279
PO-00583,ALPHA_INC,2022-12-10,,RAW MATERIALS,DELIVERED,1743,76.51,65.88,40.0,YES,True,,10.63000000000001,18528.09000000002,0.022948938611589215
PO-00584,ALPHA_INC,2022-04-06,2022-04-17,MRO,DELIVERED,1732,35.01,34.18,40.0,YES,False,11.0,0.8299999999999983,1437.559999999997,0.023094688221709007
PO-00585,BETA_SUPPLIES,2022-08-29,2022-09-01,OFFICE SUPPLIES,DELIVERED,706,65.33,62.06,60.0,NO,False,3.0,3.269999999999996,2308.619999999997,0.08498583569405099
PO-00586,GAMMA_CO,2023-11-20,2023-11-30,MRO,CANCELLED,169,47.16,43.4,0.0,YES,False,10.0,3.759999999999998,635.4399999999997,0.0
PO-00587,GAMMA_CO,2022-11-14,2022-11-20,OFFICE SUPPLIES,PENDING,880,19.15,18.69,0.0,NO,False,6.0,0.4599999999999973,404.7999999999976,0.0
PO-00588,GAMMA_CO,2022-08-19,2022-08-25,MRO,DELIVERED,1860,95.8,92.17,105.0,NO,False,6.0,3.6299999999999955,6751.799999999992,0.056451612903225805
PO-00589,DELTA_LOGISTICS,2022-07-23,2022-08-09,MRO,DELIVERED,1677,22.98,21.71,246.0,YES,False,17.0,1.2699999999999996,2129.7899999999995,0.14669051878354203
PO-00590,BETA_SUPPLIES,2022-05-31,2022-06-07,PACKAGING,PARTIALLY DELIVERED,1131,97.43,91.28,103.0,YES,False,7.0,6.150000000000006,6955.650000000006,0.09106984969053934
PO-00591,EPSILON_GROUP,2022-01-26,2022-02-03,RAW MATERIALS,CANCELLED,1419,50.14,43.46,0.0,YES,False,8.0,6.68,9478.92,0.0
